item,weight,year,month,value,date
Index of Cement,NA,2022,6,177.4,2022-06-01
Index of Cement,NA,2022,7,155.4,2022-07-01
Index of Cement,NA,2022,8,152.0,2022-08-01
Index of Cement,NA,2022,9,158.7,2022-09-01
Index of Cement,NA,2022,10,155.2,2022-10-01
Index of Cement,NA,2022,11,164.3,2022-11-01
Index of Cement,NA,2022,12,184.8,2022-12-01
Index of Cement,NA,2023,1,184.7,2023-01-01
Index of Cement,NA,2023,2,180.2,2023-02-01
Index of Cement,NA,2023,3,198.4,2023-03-01
Index of Cement,NA,2023,4,192.0,2023-04-01
Index of Cement,NA,2023,5,191.8,2023-05-01
Index of Cement,NA,2023,6,195.0,2023-06-01
Index of Cement,NA,2023,7,166.1,2023-07-01
Index of Cement,NA,2023,8,182.0,2023-08-01
Index of Cement,NA,2023,9,166.2,2023-09-01
Index of Cement,NA,2023,10,181.5,2023-10-01
Index of Cement,NA,2023,11,156.5,2023-11-01
Index of Cement,NA,2023,12,191.9,2023-12-01
Index of Cement,NA,2024,1,192.2,2024-01-01
Index of Cement,NA,2024,2,194.3,2024-02-01
Index of Cement,NA,2024,3,219.4,2024-03-01
Index of Cement,NA,2024,4,192.3,2024-04-01
Index of Cement,NA,2024,5,190.6,2024-05-01
Index of Cement,NA,2024,6,198.7,2024-06-01
Index of Cement,NA,2024,7,175.2,2024-07-01
Index of Electricity,NA,2011,4,97.7,2011-04-01
Index of Electricity,NA,2011,5,102.6,2011-05-01
Index of Electricity,NA,2011,6,96.6,2011-06-01
Index of Electricity,NA,2011,7,101.8,2011-07-01
Index of Electricity,NA,2011,8,100.0,2011-08-01
Index of Electricity,NA,2011,9,96.5,2011-09-01
Index of Electricity,NA,2011,10,101.9,2011-10-01
Index of Electricity,NA,2011,11,97.5,2011-11-01
Index of Electricity,NA,2011,12,100.3,2011-12-01
Index of Electricity,NA,2012,1,101.2,2012-01-01
Index of Electricity,NA,2012,2,97.7,2012-02-01
Index of Electricity,NA,2012,3,106.2,2012-03-01
Index of Electricity,NA,2012,4,103.0,2012-04-01
Index of Electricity,NA,2012,5,108.7,2012-05-01
Index of Electricity,NA,2012,6,105.1,2012-06-01
Index of Electricity,NA,2012,7,104.6,2012-07-01
Index of Electricity,NA,2012,8,101.9,2012-08-01
Index of Electricity,NA,2012,9,100.3,2012-09-01
Index of Electricity,NA,2012,10,107.5,2012-10-01
Index of Electricity,NA,2012,11,99.8,2012-11-01
Index of Electricity,NA,2012,12,105.5,2012-12-01
Index of Electricity,NA,2013,1,107.6,2013-01-01
Index of Electricity,NA,2013,2,94.1,2013-02-01
Index of Electricity,NA,2013,3,109.9,2013-03-01
Index of Electricity,NA,2013,4,106.6,2013-04-01
Index of Electricity,NA,2013,5,115.4,2013-05-01
Index of Electricity,NA,2013,6,105.1,2013-06-01
Index of Electricity,NA,2013,7,110.1,2013-07-01
Index of Electricity,NA,2013,8,109.2,2013-08-01
Index of Electricity,NA,2013,9,113.1,2013-09-01
Index of Electricity,NA,2013,10,108.9,2013-10-01
Index of Electricity,NA,2013,11,106.1,2013-11-01
Index of Electricity,NA,2013,12,113.6,2013-12-01
Index of Electricity,NA,2014,1,114.6,2014-01-01
Index of Electricity,NA,2014,2,104.9,2014-02-01
Index of Electricity,NA,2014,3,115.8,2014-03-01
Index of Electricity,NA,2014,4,124.3,2014-04-01
Index of Electricity,NA,2014,5,128.6,2014-05-01
Index of Electricity,NA,2014,6,130.6,2014-06-01
Index of Electricity,NA,2014,7,134.1,2014-07-01
Index of Electricity,NA,2014,8,133.1,2014-08-01
Index of Electricity,NA,2014,9,125.4,2014-09-01
Index of Electricity,NA,2014,10,130.1,2014-10-01
Index of Electricity,NA,2014,11,121.9,2014-11-01
Index of Electricity,NA,2014,12,125.2,2014-12-01
Index of Electricity,NA,2015,1,124.4,2015-01-01
Index of Electricity,NA,2015,2,117.4,2015-02-01
Index of Electricity,NA,2015,3,124.5,2015-03-01
Index of Electricity,NA,2015,4,124.9,2015-04-01
Index of Electricity,NA,2015,5,137.6,2015-05-01
Index of Electricity,NA,2015,6,131.4,2015-06-01
Index of Electricity,NA,2015,7,139.6,2015-07-01
Index of Electricity,NA,2015,8,140.5,2015-08-01
Index of Electricity,NA,2015,9,138.5,2015-09-01
Index of Electricity,NA,2015,10,140.9,2015-10-01
Index of Electricity,NA,2015,11,123.2,2015-11-01
Index of Electricity,NA,2015,12,129.5,2015-12-01
Index of Electricity,NA,2016,1,132.1,2016-01-01
Index of Electricity,NA,2016,2,128.6,2016-02-01
Index of Electricity,NA,2016,3,139.3,2016-03-01
Index of Electricity,NA,2016,4,143.0,2016-04-01
Index of Electricity,NA,2016,5,146.1,2016-05-01
Index of Electricity,NA,2016,6,144.3,2016-06-01
Index of Electricity,NA,2016,7,142.5,2016-07-01
Index of Electricity,NA,2016,8,143.5,2016-08-01
Index of Electricity,NA,2016,9,145.6,2016-09-01
Index of Electricity,NA,2016,10,145.1,2016-10-01
Index of Electricity,NA,2016,11,134.9,2016-11-01
Index of Electricity,NA,2016,12,137.8,2016-12-01
Index of Electricity,NA,2017,1,138.9,2017-01-01
Index of Electricity,NA,2017,2,130.2,2017-02-01
Index of Electricity,NA,2017,3,147.9,2017-03-01
Index of Electricity,NA,2017,4,150.6,2017-04-01
Index of Electricity,NA,2017,5,158.1,2017-05-01
Index of Electricity,NA,2017,6,147.4,2017-06-01
Index of Electricity,NA,2017,7,151.9,2017-07-01
Index of Electricity,NA,2017,8,155.4,2017-08-01
Index of Electricity,NA,2017,9,150.5,2017-09-01
Index of Electricity,NA,2017,10,149.8,2017-10-01
Index of Electricity,NA,2017,11,140.1,2017-11-01
Index of Electricity,NA,2017,12,143.9,2017-12-01
Index of Electricity,NA,2018,1,149.5,2018-01-01
Index of Electricity,NA,2018,2,136.1,2018-02-01
Index of Electricity,NA,2018,3,156.7,2018-03-01
Index of Electricity,NA,2018,4,153.7,2018-04-01
Index of Electricity,NA,2018,5,164.7,2018-05-01
Index of Electricity,NA,2018,6,159.9,2018-06-01
Index of Electricity,NA,2018,7,162.1,2018-07-01
Index of Electricity,NA,2018,8,167.2,2018-08-01
Index of Electricity,NA,2018,9,162.9,2018-09-01
Index of Electricity,NA,2018,10,166.0,2018-10-01
Index of Electricity,NA,2018,11,147.2,2018-11-01
Index of Electricity,NA,2018,12,150.3,2018-12-01
Index of Electricity,NA,2019,1,150.7,2019-01-01
Index of Electricity,NA,2019,2,137.7,2019-02-01
Index of Electricity,NA,2019,3,160.1,2019-03-01
Index of Electricity,NA,2019,4,162.8,2019-04-01
Index of Electricity,NA,2019,5,176.8,2019-05-01
Index of Electricity,NA,2019,6,173.6,2019-06-01
Index of Electricity,NA,2019,7,170.5,2019-07-01
Index of Electricity,NA,2019,8,165.7,2019-08-01
Index of Electricity,NA,2019,9,158.7,2019-09-01
Index of Electricity,NA,2019,10,145.8,2019-10-01
Index of Electricity,NA,2019,11,139.9,2019-11-01
Index of Electricity,NA,2019,12,150.2,2019-12-01
Index of Electricity,NA,2020,1,155.6,2020-01-01
Index of Electricity,NA,2020,2,153.6,2020-02-01
Index of Electricity,NA,2020,3,146.9,2020-03-01
Index of Electricity,NA,2020,4,125.6,2020-04-01
Index of Electricity,NA,2020,5,150.6,2020-05-01
Index of Electricity,NA,2020,6,156.2,2020-06-01
Index of Electricity,NA,2020,7,166.3,2020-07-01
Index of Electricity,NA,2020,8,162.7,2020-08-01
Index of Electricity,NA,2020,9,166.4,2020-09-01
Index of Electricity,NA,2020,10,162.2,2020-10-01
Index of Electricity,NA,2020,11,144.8,2020-11-01
Index of Electricity,NA,2020,12,157.9,2020-12-01
Index of Electricity,NA,2021,1,164.2,2021-01-01
Index of Electricity,NA,2021,2,153.9,2021-02-01
Index of Electricity,NA,2021,3,180.0,2021-03-01
Index of Electricity,NA,2021,4,174.0,2021-04-01
Index of Electricity,NA,2021,5,161.9,2021-05-01
Index of Electricity,NA,2021,6,169.1,2021-06-01
Index of Electricity,NA,2021,7,184.7,2021-07-01
Index of Electricity,NA,2021,8,188.7,2021-08-01
Index of Electricity,NA,2021,9,167.9,2021-09-01
Index of Electricity,NA,2021,10,167.3,2021-10-01
Index of Electricity,NA,2021,11,147.9,2021-11-01
Index of Electricity,NA,2021,12,162.5,2021-12-01
Index of Electricity,NA,2022,1,165.6,2022-01-01
Index of Electricity,NA,2022,2,160.8,2022-02-01
Index of Electricity,NA,2022,3,191.0,2022-03-01
Index of Electricity,NA,2022,5,199.9,2022-05-01
Index of Electricity,NA,2022,6,196.9,2022-06-01
Index of Electricity,NA,2022,7,188.9,2022-07-01
Index of Electricity,NA,2022,8,191.3,2022-08-01
Index of Electricity,NA,2022,9,187.4,2022-09-01
Index of Electricity,NA,2022,10,169.3,2022-10-01
Index of Electricity,NA,2022,11,166.7,2022-11-01
Index of Electricity,NA,2022,12,179.4,2022-12-01
Index of Electricity,NA,2023,1,186.6,2023-01-01
Index of Electricity,NA,2023,2,174.0,2023-02-01
Index of Electricity,NA,2023,3,188.0,2023-03-01
Index of Electricity,NA,2023,4,192.3,2023-04-01
Index of Electricity,NA,2023,5,201.6,2023-05-01
Index of Electricity,NA,2023,6,205.2,2023-06-01
Index of Electricity,NA,2023,7,204.0,2023-07-01
Index of Electricity,NA,2023,8,220.5,2023-08-01
Index of Electricity,NA,2023,9,205.9,2023-09-01
Index of Electricity,NA,2023,10,203.8,2023-10-01
Index of Electricity,NA,2023,11,176.3,2023-11-01
Index of Electricity,NA,2023,12,181.6,2023-12-01
Index of Electricity,NA,2024,1,197.2,2024-01-01
Index of Electricity,NA,2024,2,187.2,2024-02-01
Index of Electricity,NA,2024,3,204.2,2024-03-01
Index of Electricity,NA,2024,4,212.0,2024-04-01
Index of Electricity,NA,2024,5,229.3,2024-05-01
Index of Electricity,NA,2024,6,222.8,2024-06-01
Index of Electricity,NA,2024,7,218.3,2024-07-01
Index of Petroleum Refinery Products,NA,2011,4,99.9,2011-04-01
Index of Petroleum Refinery Products,NA,2011,5,101.2,2011-05-01
Index of Petroleum Refinery Products,NA,2011,6,99.7,2011-06-01
Index of Petroleum Refinery Products,NA,2011,7,99.2,2011-07-01
Index of Petroleum Refinery Products,NA,2011,8,100.9,2011-08-01
Index of Petroleum Refinery Products,NA,2011,9,91.9,2011-09-01
Index of Petroleum Refinery Products,NA,2011,10,95.1,2011-10-01
Index of Petroleum Refinery Products,NA,2011,11,103.0,2011-11-01
Index of Petroleum Refinery Products,NA,2011,12,105.1,2011-12-01
Index of Petroleum Refinery Products,NA,2012,1,101.6,2012-01-01
Index of Petroleum Refinery Products,NA,2012,2,95.3,2012-02-01
Index of Petroleum Refinery Products,NA,2012,3,107.3,2012-03-01
Index of Petroleum Refinery Products,NA,2012,4,98.4,2012-04-01
Index of Petroleum Refinery Products,NA,2012,5,104.2,2012-05-01
Index of Petroleum Refinery Products,NA,2012,6,104.0,2012-06-01
Index of Petroleum Refinery Products,NA,2012,7,106.7,2012-07-01
Index of Petroleum Refinery Products,NA,2012,8,107.0,2012-08-01
Index of Petroleum Refinery Products,NA,2012,9,100.9,2012-09-01
Index of Petroleum Refinery Products,NA,2012,10,113.0,2012-10-01
Index of Petroleum Refinery Products,NA,2012,11,108.4,2012-11-01
Index of Petroleum Refinery Products,NA,2012,12,113.3,2012-12-01
Index of Petroleum Refinery Products,NA,2013,1,113.2,2013-01-01
Index of Petroleum Refinery Products,NA,2013,2,103.3,2013-02-01
Index of Petroleum Refinery Products,NA,2013,3,113.6,2013-03-01
Index of Petroleum Refinery Products,NA,2013,4,103.6,2013-04-01
Index of Petroleum Refinery Products,NA,2013,5,109.8,2013-05-01
Index of Petroleum Refinery Products,NA,2013,6,105.9,2013-06-01
Index of Petroleum Refinery Products,NA,2013,7,110.6,2013-07-01
Index of Petroleum Refinery Products,NA,2013,8,112.7,2013-08-01
Index of Petroleum Refinery Products,NA,2013,9,108.9,2013-09-01
Index of Petroleum Refinery Products,NA,2013,10,108.7,2013-10-01
Index of Petroleum Refinery Products,NA,2013,11,103.4,2013-11-01
Index of Petroleum Refinery Products,NA,2013,12,111.5,2013-12-01
Index of Petroleum Refinery Products,NA,2014,1,109.1,2014-01-01
Index of Petroleum Refinery Products,NA,2014,2,104.3,2014-02-01
Index of Petroleum Refinery Products,NA,2014,3,115.1,2014-03-01
Index of Petroleum Refinery Products,NA,2014,4,102.2,2014-04-01
Index of Petroleum Refinery Products,NA,2014,5,109.1,2014-05-01
Index of Petroleum Refinery Products,NA,2014,6,107.0,2014-06-01
Index of Petroleum Refinery Products,NA,2014,7,104.7,2014-07-01
Index of Petroleum Refinery Products,NA,2014,8,107.4,2014-08-01
Index of Petroleum Refinery Products,NA,2014,9,107.3,2014-09-01
Index of Petroleum Refinery Products,NA,2014,10,112.3,2014-10-01
Index of Petroleum Refinery Products,NA,2014,11,111.5,2014-11-01
Index of Petroleum Refinery Products,NA,2014,12,115.3,2014-12-01
Index of Petroleum Refinery Products,NA,2015,1,112.3,2015-01-01
Index of Petroleum Refinery Products,NA,2015,2,104.1,2015-02-01
Index of Petroleum Refinery Products,NA,2015,3,112.7,2015-03-01
Index of Petroleum Refinery Products,NA,2015,4,97.2,2015-04-01
Index of Petroleum Refinery Products,NA,2015,5,115.2,2015-05-01
Index of Petroleum Refinery Products,NA,2015,6,113.1,2015-06-01
Index of Petroleum Refinery Products,NA,2015,7,113.5,2015-07-01
Index of Petroleum Refinery Products,NA,2015,8,115.9,2015-08-01
Index of Petroleum Refinery Products,NA,2015,9,106.2,2015-09-01
Index of Petroleum Refinery Products,NA,2015,10,109.1,2015-10-01
Index of Petroleum Refinery Products,NA,2015,11,117.3,2015-11-01
Index of Petroleum Refinery Products,NA,2015,12,118.4,2015-12-01
Index of Petroleum Refinery Products,NA,2016,1,122.0,2016-01-01
Index of Petroleum Refinery Products,NA,2016,2,115.3,2016-02-01
Index of Petroleum Refinery Products,NA,2016,3,126.4,2016-03-01
Index of Petroleum Refinery Products,NA,2016,4,115.8,2016-04-01
Index of Petroleum Refinery Products,NA,2016,5,119.0,2016-05-01
Index of Petroleum Refinery Products,NA,2016,6,119.6,2016-06-01
Index of Petroleum Refinery Products,NA,2016,7,122.6,2016-07-01
Index of Petroleum Refinery Products,NA,2016,8,118.7,2016-08-01
Index of Petroleum Refinery Products,NA,2016,9,113.5,2016-09-01
Index of Petroleum Refinery Products,NA,2016,10,122.9,2016-10-01
Index of Petroleum Refinery Products,NA,2016,11,116.5,2016-11-01
Index of Petroleum Refinery Products,NA,2016,12,124.9,2016-12-01
Index of Petroleum Refinery Products,NA,2017,1,122.0,2017-01-01
Index of Petroleum Refinery Products,NA,2017,2,112.1,2017-02-01
Index of Petroleum Refinery Products,NA,2017,3,128.9,2017-03-01
Index of Petroleum Refinery Products,NA,2017,4,116.0,2017-04-01
Index of Petroleum Refinery Products,NA,2017,5,125.4,2017-05-01
Index of Petroleum Refinery Products,NA,2017,6,119.4,2017-06-01
Index of Petroleum Refinery Products,NA,2017,7,119.4,2017-07-01
Index of Petroleum Refinery Products,NA,2017,8,121.6,2017-08-01
Index of Petroleum Refinery Products,NA,2017,9,122.7,2017-09-01
Index of Petroleum Refinery Products,NA,2017,10,132.1,2017-10-01
Index of Petroleum Refinery Products,NA,2017,11,126.0,2017-11-01
Index of Petroleum Refinery Products,NA,2017,12,133.1,2017-12-01
Index of Petroleum Refinery Products,NA,2018,1,135.4,2018-01-01
Index of Petroleum Refinery Products,NA,2018,2,120.9,2018-02-01
Index of Petroleum Refinery Products,NA,2018,3,130.3,2018-03-01
Index of Petroleum Refinery Products,NA,2018,4,119.1,2018-04-01
Index of Petroleum Refinery Products,NA,2018,5,131.6,2018-05-01
Index of Petroleum Refinery Products,NA,2018,6,133.8,2018-06-01
Index of Petroleum Refinery Products,NA,2018,7,134.1,2018-07-01
Index of Petroleum Refinery Products,NA,2018,8,127.7,2018-08-01
Index of Petroleum Refinery Products,NA,2018,9,125.8,2018-09-01
Index of Petroleum Refinery Products,NA,2018,10,133.8,2018-10-01
Index of Petroleum Refinery Products,NA,2018,11,128.9,2018-11-01
Index of Petroleum Refinery Products,NA,2018,12,126.6,2018-12-01
Index of Petroleum Refinery Products,NA,2019,1,131.9,2019-01-01
Index of Petroleum Refinery Products,NA,2019,2,120.0,2019-02-01
Index of Petroleum Refinery Products,NA,2019,3,135.9,2019-03-01
Index of Petroleum Refinery Products,NA,2019,4,124.3,2019-04-01
Index of Petroleum Refinery Products,NA,2019,5,129.6,2019-05-01
Index of Petroleum Refinery Products,NA,2019,6,121.4,2019-06-01
Index of Petroleum Refinery Products,NA,2019,7,132.9,2019-07-01
Index of Petroleum Refinery Products,NA,2019,8,131.0,2019-08-01
Index of Petroleum Refinery Products,NA,2019,9,117.5,2019-09-01
Index of Petroleum Refinery Products,NA,2019,10,134.2,2019-10-01
Index of Petroleum Refinery Products,NA,2019,11,133.0,2019-11-01
Index of Petroleum Refinery Products,NA,2019,12,130.5,2019-12-01
Index of Petroleum Refinery Products,NA,2020,1,134.4,2020-01-01
Index of Petroleum Refinery Products,NA,2020,2,128.9,2020-02-01
Index of Petroleum Refinery Products,NA,2020,3,135.3,2020-03-01
Index of Petroleum Refinery Products,NA,2020,4,94.2,2020-04-01
Index of Petroleum Refinery Products,NA,2020,5,102.0,2020-05-01
Index of Petroleum Refinery Products,NA,2020,6,110.6,2020-06-01
Index of Petroleum Refinery Products,NA,2020,7,114.5,2020-07-01
Index of Petroleum Refinery Products,NA,2020,8,105.9,2020-08-01
Index of Petroleum Refinery Products,NA,2020,9,106.3,2020-09-01
Index of Petroleum Refinery Products,NA,2020,10,111.5,2020-10-01
Index of Petroleum Refinery Products,NA,2020,11,126.5,2020-11-01
Index of Petroleum Refinery Products,NA,2020,12,126.9,2020-12-01
Index of Petroleum Refinery Products,NA,2021,1,130.9,2021-01-01
Index of Petroleum Refinery Products,NA,2021,2,114.8,2021-02-01
Index of Petroleum Refinery Products,NA,2021,3,134.4,2021-03-01
Index of Petroleum Refinery Products,NA,2021,4,123.4,2021-04-01
Index of Petroleum Refinery Products,NA,2021,5,117.7,2021-05-01
Index of Petroleum Refinery Products,NA,2021,6,113.2,2021-06-01
Index of Petroleum Refinery Products,NA,2021,7,122.2,2021-07-01
Index of Petroleum Refinery Products,NA,2021,8,115.5,2021-08-01
Index of Petroleum Refinery Products,NA,2021,9,112.7,2021-09-01
Index of Petroleum Refinery Products,NA,2021,10,127.5,2021-10-01
Index of Petroleum Refinery Products,NA,2021,11,131.9,2021-11-01
Index of Petroleum Refinery Products,NA,2021,12,134.4,2021-12-01
Index of Petroleum Refinery Products,NA,2022,1,135.8,2022-01-01
Index of Petroleum Refinery Products,NA,2022,2,124.9,2022-02-01
Index of Petroleum Refinery Products,NA,2022,3,142.5,2022-03-01
Index of Petroleum Refinery Products,NA,2022,5,137.3,2022-05-01
Index of Petroleum Refinery Products,NA,2022,6,130.3,2022-06-01
Index of Petroleum Refinery Products,NA,2022,7,129.8,2022-07-01
Index of Petroleum Refinery Products,NA,2022,8,123.6,2022-08-01
Index of Petroleum Refinery Products,NA,2022,9,120.2,2022-09-01
Index of Petroleum Refinery Products,NA,2022,10,123.5,2022-10-01
Index of Petroleum Refinery Products,NA,2022,11,119.7,2022-11-01
Index of Petroleum Refinery Products,NA,2022,12,139.3,2022-12-01
Index of Petroleum Refinery Products,NA,2023,1,142.0,2023-01-01
Index of Petroleum Refinery Products,NA,2023,2,129.1,2023-02-01
Index of Petroleum Refinery Products,NA,2023,3,144.7,2023-03-01
Index of Petroleum Refinery Products,NA,2023,4,132.7,2023-04-01
Index of Petroleum Refinery Products,NA,2023,5,141.1,2023-05-01
Index of Petroleum Refinery Products,NA,2023,6,136.2,2023-06-01
Index of Petroleum Refinery Products,NA,2023,7,134.4,2023-07-01
Index of Petroleum Refinery Products,NA,2023,8,135.4,2023-08-01
Index of Petroleum Refinery Products,NA,2023,9,126.8,2023-09-01
Index of Petroleum Refinery Products,NA,2023,10,128.8,2023-10-01
Index of Petroleum Refinery Products,NA,2023,11,134.5,2023-11-01
Index of Petroleum Refinery Products,NA,2023,12,145.0,2023-12-01
Index of Petroleum Refinery Products,NA,2024,1,135.9,2024-01-01
Index of Petroleum Refinery Products,NA,2024,2,132.5,2024-02-01
Index of Petroleum Refinery Products,NA,2024,3,147.0,2024-03-01
Index of Petroleum Refinery Products,NA,2024,4,137.9,2024-04-01
Index of Petroleum Refinery Products,NA,2024,5,141.8,2024-05-01
Index of Petroleum Refinery Products,NA,2024,6,134.1,2024-06-01
Index of Petroleum Refinery Products,NA,2024,7,143.3,2024-07-01
Index of Steel,NA,2011,4,95.5,2011-04-01
Index of Steel,NA,2011,5,98.9,2011-05-01
Index of Steel,NA,2011,6,96.7,2011-06-01
Index of Steel,NA,2011,7,99.8,2011-07-01
Index of Steel,NA,2011,8,99.2,2011-08-01
Index of Steel,NA,2011,9,97.4,2011-09-01
Index of Steel,NA,2011,10,105.8,2011-10-01
Index of Steel,NA,2011,11,93.7,2011-11-01
Index of Steel,NA,2011,12,102.4,2011-12-01
Index of Steel,NA,2012,1,105.2,2012-01-01
Index of Steel,NA,2012,2,100.9,2012-02-01
Index of Steel,NA,2012,3,104.8,2012-03-01
Index of Steel,NA,2012,4,106.1,2012-04-01
Index of Steel,NA,2012,5,119.1,2012-05-01
Index of Steel,NA,2012,6,104.3,2012-06-01
Index of Steel,NA,2012,7,112.3,2012-07-01
Index of Steel,NA,2012,8,102.1,2012-08-01
Index of Steel,NA,2012,9,99.1,2012-09-01
Index of Steel,NA,2012,10,100.6,2012-10-01
Index of Steel,NA,2012,11,106.1,2012-11-01
Index of Steel,NA,2012,12,110.9,2012-12-01
Index of Steel,NA,2013,1,111.8,2013-01-01
Index of Steel,NA,2013,2,105.7,2013-02-01
Index of Steel,NA,2013,3,116.9,2013-03-01
Index of Steel,NA,2013,4,109.4,2013-04-01
Index of Steel,NA,2013,5,120.9,2013-05-01
Index of Steel,NA,2013,6,108.4,2013-06-01
Index of Steel,NA,2013,7,119.2,2013-07-01
Index of Steel,NA,2013,8,110.3,2013-08-01
Index of Steel,NA,2013,9,109.1,2013-09-01
Index of Steel,NA,2013,10,106.7,2013-10-01
Index of Steel,NA,2013,11,111.1,2013-11-01
Index of Steel,NA,2013,12,122.4,2013-12-01
Index of Steel,NA,2014,1,123.9,2014-01-01
Index of Steel,NA,2014,2,117.8,2014-02-01
Index of Steel,NA,2014,3,130.7,2014-03-01
Index of Steel,NA,2014,4,115.3,2014-04-01
Index of Steel,NA,2014,5,130.5,2014-05-01
Index of Steel,NA,2014,6,121.9,2014-06-01
Index of Steel,NA,2014,7,122.4,2014-07-01
Index of Steel,NA,2014,8,120.7,2014-08-01
Index of Steel,NA,2014,9,116.4,2014-09-01
Index of Steel,NA,2014,10,121.8,2014-10-01
Index of Steel,NA,2014,11,122.2,2014-11-01
Index of Steel,NA,2014,12,122.5,2014-12-01
Index of Steel,NA,2015,1,128.1,2015-01-01
Index of Steel,NA,2015,2,117.0,2015-02-01
Index of Steel,NA,2015,3,122.2,2015-03-01
Index of Steel,NA,2015,4,117.7,2015-04-01
Index of Steel,NA,2015,5,121.3,2015-05-01
Index of Steel,NA,2015,6,119.6,2015-06-01
Index of Steel,NA,2015,7,119.9,2015-07-01
Index of Steel,NA,2015,8,116.6,2015-08-01
Index of Steel,NA,2015,9,115.3,2015-09-01
Index of Steel,NA,2015,10,115.1,2015-10-01
Index of Steel,NA,2015,11,113.9,2015-11-01
Index of Steel,NA,2015,12,118.7,2015-12-01
Index of Steel,NA,2016,1,128.2,2016-01-01
Index of Steel,NA,2016,2,124.2,2016-02-01
Index of Steel,NA,2016,3,131.7,2016-03-01
Index of Steel,NA,2016,4,123.0,2016-04-01
Index of Steel,NA,2016,5,137.6,2016-05-01
Index of Steel,NA,2016,6,130.2,2016-06-01
Index of Steel,NA,2016,7,120.0,2016-07-01
Index of Steel,NA,2016,8,136.1,2016-08-01
Index of Steel,NA,2016,9,133.8,2016-09-01
Index of Steel,NA,2016,10,135.1,2016-10-01
Index of Steel,NA,2016,11,120.1,2016-11-01
Index of Steel,NA,2016,12,137.5,2016-12-01
Index of Steel,NA,2017,1,142.6,2017-01-01
Index of Steel,NA,2017,2,134.9,2017-02-01
Index of Steel,NA,2017,3,146.2,2017-03-01
Index of Steel,NA,2017,4,134.1,2017-04-01
Index of Steel,NA,2017,5,142.9,2017-05-01
Index of Steel,NA,2017,6,138.0,2017-06-01
Index of Steel,NA,2017,7,131.3,2017-07-01
Index of Steel,NA,2017,8,139.0,2017-08-01
Index of Steel,NA,2017,9,138.7,2017-09-01
Index of Steel,NA,2017,10,146.7,2017-10-01
Index of Steel,NA,2017,11,137.5,2017-11-01
Index of Steel,NA,2017,12,138.0,2017-12-01
Index of Steel,NA,2018,1,145.0,2018-01-01
Index of Steel,NA,2018,2,141.7,2018-02-01
Index of Steel,NA,2018,3,153.2,2018-03-01
Index of Steel,NA,2018,4,138.1,2018-04-01
Index of Steel,NA,2018,5,142.8,2018-05-01
Index of Steel,NA,2018,6,143.8,2018-06-01
Index of Steel,NA,2018,7,140.3,2018-07-01
Index of Steel,NA,2018,8,144.5,2018-08-01
Index of Steel,NA,2018,9,143.2,2018-09-01
Index of Steel,NA,2018,10,150.2,2018-10-01
Index of Steel,NA,2018,11,144.8,2018-11-01
Index of Steel,NA,2018,12,152.0,2018-12-01
Index of Steel,NA,2019,1,153.0,2019-01-01
Index of Steel,NA,2019,2,148.6,2019-02-01
Index of Steel,NA,2019,3,170.7,2019-03-01
Index of Steel,NA,2019,4,156.4,2019-04-01
Index of Steel,NA,2019,5,161.8,2019-05-01
Index of Steel,NA,2019,6,159.3,2019-06-01
Index of Steel,NA,2019,7,151.7,2019-07-01
Index of Steel,NA,2019,8,150.0,2019-08-01
Index of Steel,NA,2019,9,141.2,2019-09-01
Index of Steel,NA,2019,10,149.5,2019-10-01
Index of Steel,NA,2019,11,154.9,2019-11-01
Index of Steel,NA,2019,12,165.2,2019-12-01
Index of Steel,NA,2020,1,155.4,2020-01-01
Index of Steel,NA,2020,2,152.9,2020-02-01
Index of Steel,NA,2020,3,133.2,2020-03-01
Index of Steel,NA,2020,4,26.9,2020-04-01
Index of Steel,NA,2020,5,96.4,2020-05-01
Index of Steel,NA,2020,6,122.3,2020-06-01
Index of Steel,NA,2020,7,141.9,2020-07-01
Index of Steel,NA,2020,8,150.7,2020-08-01
Index of Steel,NA,2020,9,149.9,2020-09-01
Index of Steel,NA,2020,10,158.4,2020-10-01
Index of Steel,NA,2020,11,156.0,2020-11-01
Index of Steel,NA,2020,12,170.9,2020-12-01
Index of Steel,NA,2021,1,168.1,2021-01-01
Index of Steel,NA,2021,2,156.3,2021-02-01
Index of Steel,NA,2021,3,175.2,2021-03-01
Index of Steel,NA,2021,4,160.0,2021-04-01
Index of Steel,NA,2021,5,149.4,2021-05-01
Index of Steel,NA,2021,6,153.1,2021-06-01
Index of Steel,NA,2021,7,155.2,2021-07-01
Index of Steel,NA,2021,8,161.1,2021-08-01
Index of Steel,NA,2021,9,160.5,2021-09-01
Index of Steel,NA,2021,10,167.6,2021-10-01
Index of Steel,NA,2021,11,157.4,2021-11-01
Index of Steel,NA,2021,12,169.9,2021-12-01
Index of Steel,NA,2022,1,174.5,2022-01-01
Index of Steel,NA,2022,2,165.0,2022-02-01
Index of Steel,NA,2022,3,182.4,2022-03-01
Index of Steel,NA,2022,5,172.0,2022-05-01
Index of Steel,NA,2022,6,158.2,2022-06-01
Index of Steel,NA,2022,7,166.8,2022-07-01
Index of Steel,NA,2022,8,170.5,2022-08-01
Index of Steel,NA,2022,9,172.8,2022-09-01
Index of Steel,NA,2022,10,177.3,2022-10-01
